actions_UBASeverity,cardinalityTest,change_type,description,examples_name,label,outlierPeerGroup,outlierValueTracked1,outlierValueTracked2,outlierVariable,outlierVariableSubject,prereqs_field,prereqs_greaterorequalto,prereqs_name,prereqs_override_auto_finalize,prereqs_resolution,prereqs_test,value
,| tstats summariesonly=t allow_old_summaries=t dc(user) as count from datamodel=printer where nodename=Print_Jobs by _time span=1d,,"Here, tstats is pulling in one command a super-fast count per user, per day.
(self-explanatory)",Pages Printed Per User Per Day - Accelerated,Pages Printed Per User Per Day - Accelerated,,,,Pages,User,"count
count
count","1
1
1","Must have a Printer data model (not default)
Printer data model must have a field called Page_Count defined
Printer data model must have the user field defined",,"This search requires Printer data. There is no default printer data model in Splunk, so you will need to define one in order to use an accelerated search. May we suggest building a data model with the fields user and Page_Count and then accelerate it?
You should have a field called ""Page_Count"" defined in your printer data model (referenced in tstats as Printer.Page_Count). If that's not currently present and accelerated, do so. If it's a different field name, provide that below.
You should have a field called ""User"" defined in your printer data model (referenced in tstats as Printer.User). If that's not currently present and accelerated, do so. If it's a different field name, provide that below.","| tstats summariesonly=t allow_old_summaries=t count from datamodel=Printer where nodename=Print_Jobs earliest=-6h
| tstats summariesonly=t allow_old_summaries=t dc(Printer.Page_Count) as count from datamodel=Printer where nodename=Print_Jobs earliest=-6h
| tstats summariesonly=t allow_old_summaries=t dc(Printer.Page_Count) as count from datamodel=Printer where nodename=Print_Jobs earliest=-6h","| tstats summariesonly=t allow_old_summaries=t count from datamodel=Printer where nodename=Print_Jobs groupby user, _time span=1d 
| eval comment=""<--- We don't have a standard data model that includes pages printed, so you will need to build one to leverage data model acceleration... that said this is usually low volume enough to not be a big deal""  "
,| tstats summariesonly=t allow_old_summaries=t dc(user) as count from datamodel=Git where nodename=Git_View by _time span=1d,,"Here, tstats is pulling in one command a super-fast count per user, per day.
(self-explanatory)",Git File Views or Downloads Per Day - Accelerated,Git File Views or Downloads Per Day - Accelerated,,,,count,user,"count
count","1
1","Must have an accelerated Git data model (non-default)
Must have a user field in accelerated Git data model",,"This search accelerated Git data. There is no formal CIM data model for Source Code checkins or checkouts, so we are presuming a custom data model called Git.
The Git data model must have a user field defined.","| tstats summariesonly=t allow_old_summaries=t count from datamodel=Git where earliest=-24h latest=now nodename=Git_View 
| tstats summariesonly=t allow_old_summaries=t dc(user) as count from datamodel=Git where earliest=-24h latest=now nodename=Git_View","| tstats summariesonly=t allow_old_summaries=t count from datamodel=Git where nodename=Git_View groupby user, _time span=1d 
| eval comment=""<--- We don't have a standard data model that includes git repos, so you will need to build one to leverage data model acceleration""   "
,"|  `Load_Sample_Log_Data(""Source Code Access Logs"")`| bucket _time span=1d | stats dc(user) as count by _time ",,"First we pull in our demo dataset.
Bucket (aliased to bin) allows us to group events based on _time, effectively flattening the actual _time value to the same day.
Finally, we can count and aggregate per user, per day.",Git File Views or Downloads Per Day - Demo,Git File Views or Downloads Per Day - Demo,,,,count,user,anonymized_git_history.csv,1,Must have Demo Lookup,,Verify that lookups installed with Splunk Security Essentials is present,"| rest splunk_server=local /servicesNS/-/-/data//lookup-table-files | eval blah=1, row=""row""| xyseries row title blah ","|  `Load_Sample_Log_Data(""Source Code Access Logs"")`
| bucket _time span=1d 
| stats count by user _time "
,"| `Load_Sample_Log_Data(""Email Logs"")`| bucket _time span=1d | stats dc(Sender) as count by _time ",,"First we pull in our demo dataset.
Then we filter for where the sending email address is @mycompany.com
Bucket (aliased to bin) allows us to group events based on _time, effectively flattening the actual _time value to the same day.
Finally, we can count and aggregate per user, per day.",Spike in Email from Address - Demo,Spike in Email from Address - Demo,,,,count,Sender,Anonymized_Email_Logs.csv,1,Must have Demo Lookup,,Verify that lookups installed with Splunk Security Essentials is present,"| rest splunk_server=local /servicesNS/-/-/data//lookup-table-files | eval blah=1, row=""row""| xyseries row title blah ","| `Load_Sample_Log_Data(""Email Logs"")`
| search Sender=*@mycompany.com 
| bucket _time span=1d 
| stats count by Sender, _time"
,"| `Load_Sample_Log_Data(""SFDC Data"")` | search ROWS_PROCESSED>0 EVENT_TYPE=API OR EVENT_TYPE=BulkAPI OR EVENT_TYPE=RestAPI| bucket _time span=1d | stats values(eval(""1"")) as count by _time ",,"First we pull in our demo SFDC dataset.
Then we filter for what we're looking for in this use case, specifically export EVENT_TYPEs with at least one ROWS_PROCESSED.
Then we enrich to convert the SFDC USER_ID into a friendly username via a lookup.
Bucket (aliased to bin) allows us to group events based on _time, effectively flattening the actual _time value to the same day.
Finally, we can count and aggregate per user, per day.",Spike in SFDC Records Exported - Demo,Spike in SFDC Records Exported - Demo,,,,rows,USER_NAME,SFDC_Sample_Data_Anon.csv,1,Must have Demo Lookup,,Verify that lookups installed with Splunk Security Essentials is present,"| rest splunk_server=local /servicesNS/-/-/data//lookup-table-files | eval blah=1, row=""row""| xyseries row title blah ","| `Load_Sample_Log_Data(""SFDC Data"")`  
| search ROWS_PROCESSED>0 EVENT_TYPE=API OR EVENT_TYPE=BulkAPI OR EVENT_TYPE=RestAPI
| lookup SFDC_User_Lookup USER_ID
| bucket _time span=1d 
| stats sum(ROWS_PROCESSED) as rows by _time USER_NAME"
,"index=* source=""*/atlassian-bitbucket-access.log"" | bucket _time span=1d | stats dc(user) as count by _time ",,"First we pull in our Atlassian Git dataset.
Bucket (aliased to bin) allows us to group events based on _time, effectively flattening the actual _time value to the same day.
Finally, we can count and aggregate per user, per day.",Git File Views or Downloads Per Day - Live,Git File Views or Downloads Per Day - Live,,,,count,user,"count
count","1
1","Must have BitBucket / Git data
Must have a user defined in your data",,"In tests so far, Atlassian BitBucket git logs are stored in a file called atlassian-bitbucket-access.log. We're looking for that here.
You should have a field called ""user"" defined in your bitbucket logs. If that's not currently extracted, build an extraction for it (or do an inline rex in the SPL below to work around this).","| metasearch earliest=-24h latest=now index=* source=""*/atlassian-bitbucket-access.log"" | head 100 | stats count 
earliest=-2h latest=now index=* source=""*/atlassian-bitbucket-access.log"" | head 100 | stats dc(user) as count ","index=* source=""*/atlassian-bitbucket-access.log"" 
| bucket _time span=1d 
| stats count by user _time "
,"|  `Load_Sample_Log_Data(""Aggregated Cerner EMR Logs"")`| stats dc(EmployeeName) as count by _time ",,"First we pull in our demo dataset.
We would normally need to aggregate now per user per day, but in this case the demo dataset is already aggregated (pulling from a summary index, as is often done in this scenario).",Number of Unique Patient Records Viewed Per Day - Demo,Number of Unique Patient Records Viewed Per Day - Demo,,,,NumOpens,EmployeeName,healthcare_cerner_patient_records.csv,1,Must have Demo Lookup,,Verify that lookups installed with Splunk Security Essentials is present,"| rest splunk_server=local /servicesNS/-/-/data//lookup-table-files | eval blah=1, row=""row""| xyseries row title blah ","|  `Load_Sample_Log_Data(""Aggregated Cerner EMR Logs"")`
| table _time EmployeeName NumOpens Role YearsAtCompany City Username"
,"index=* sourcetype=""WinEventLog:Security"" Logon_Type=2 OR Logon_Type=10 OR Logon_Type=11 Logon Type TaskCategory=Logon Audit Success | bucket _time span=1d | stats dc(user) as count by _time",,"First we pull in our dataset of Windows Authentication specifying Interactive logon types.
Bucket (aliased to bin) allows us to group events based on _time, effectively flattening the actual _time value to the same day.
Finally, we can count and aggregate per user, per day.",Increase in Interactive Logons - Live,Increase in Interactive Logons - Live,,,,count,user,count,1,Must have Windows Security data,,"This search requires Windows Security data to run. If it is not present, consider ingesting it via the Splunk Universal Forwarder.","| metasearch earliest=-2h latest=now index=* sourcetype=""WinEventLog:Security"" | head | stats count ","index=* sourcetype=""WinEventLog:Security"" Logon_Type=2 OR Logon_Type=10 OR Logon_Type=11 Logon Type TaskCategory=Logon Audit Success 
| bucket _time span=1d 
| stats dc(dest) as count by _time user"
,"|  `Load_Sample_Log_Data(""Sample Firewall Data"")`| bucket _time span=1d | stats dc(src_ip) as count by _time ",,"First we pull in our demo dataset.
Bucket (aliased to bin) allows us to group events based on _time, effectively flattening the actual _time value to the same day.
Finally, we can count and aggregate per src_ip, per day.",Distinct Hosts Communicated With Per Day - Demo,Distinct Hosts Communicated With Per Day - Demo,,,,count,src_ip,od_splunklive_fw_data.csv,1,Must have Demo Lookup,,Verify that lookups installed with Splunk Security Essentials is present,"| rest splunk_server=local /servicesNS/-/-/data//lookup-table-files | eval blah=1, row=""row""| xyseries row title blah ","|  `Load_Sample_Log_Data(""Sample Firewall Data"")`
| bucket _time span=1d 
| stats dc(dest_ip) as count by src_ip, _time"
,"| `Load_Sample_Log_Data(AWS CloudTrail)`  | search eventName=AuthorizeSecurityGroup*  | bucket _time span=1d | stats values(eval(""1"")) as count by _time ",,"First we bring in our basic demo dataset. In this case, anonymized AWS CloudTrail logs. We're using a macro called Load_Sample_Log_Data to wrap around | inputlookup, just so it is cleaner for the demo data.
With our dataset onboard, we then filter down to just the events indicating a modification of ACLs
Bucket (aliased to bin) allows us to group events based on _time, effectively flattening the actual _time value to the same day.
Next we use stats to summarize the number of events per user per day.",AWS Unusual Amount of Modifications to ACLs - Demo,AWS Unusual Amount of Modifications to ACLs - Demo,,,,count,user,aws-cloudtrail-data-anon.csv,1,Must have Demo Lookup,,Verify that lookups installed with Splunk Security Essentials is present,"| rest splunk_server=local /servicesNS/-/-/data//lookup-table-files | eval blah=1, row=""row""| xyseries row title blah ","| `Load_Sample_Log_Data(AWS CloudTrail)` 
| search eventName=AuthorizeSecurityGroup* 
| bucket _time span=1d 
| stats count by user _time"
,"index=* sourcetype=""WinEventLog:Security"" 4648 EventCode=4648 | search NOT Account_Name=*$ | eval Unprivileged_Account_Name=mvindex(Account_Name, 1) | bucket _time span=1d | stats dc(Unprivileged_Account_Name) as count by _time ",,"First we pull in our dataset, consisting of Windows Security logs with Event ID 4648, showing ""Run As"" events.
Next we filter out the Windows System usernames, where this can occur frequently
Windows Security logs often include two usernames -- the acting username, and the target username. We want the latter (note that this hasn't been proven to work uniformly across all log sources, but it seems to work well for this scenario).
Bucket (aliased to bin) allows us to group events based on _time, effectively flattening the actual _time value to the same day.
Finally, we can count and aggregate per user, per day.",Increase in Windows Privilege Escalation - Live,Increase in Windows Privilege Escalation - Live,,,,count,user,"count
count","1
1","Must have Windows Security data
Must have Privileged Escalation Events (EventCode=4648)",,"This search requires Windows Security data to run. If it is not present, consider ingesting it via the Splunk Universal Forwarder.
Windows Security Event ID 4648 tracks the explicit use of credentials, as in a runas event or batch login from a scheduled task. You can enable this from your Windows Logon Event policy configuration.","| metasearch earliest=-2h latest=now index=* sourcetype=""WinEventLog:Security"" | head | stats count 
| metasearch earliest=-30d sourcetype=""WinEventLog:Security"" index=* TERM(eventcode=4648)  | head | stats count","index=* sourcetype=""WinEventLog:Security"" 4648 EventCode=4648 
| search NOT Account_Name=*$ 
| eval Unprivileged_Account_Name=mvindex(Account_Name, 1) 
| bucket _time span=1d 
| stats count by _time Unprivileged_Account_Name"
